deal_id,company,industry,sales_rep,lead_source,deal_stage,deal_value,probability,created_date,expected_close_date,actual_close_date,status
DEAL-0229,Company 229,Retail,Ananya,Website,Closed Won,1124961,1.0,2026-06-08,2026-07-19,2026-07-19,Won
DEAL-0230,Company 230,Education,Sneha,Cold Call,Closed Won,2492266,1.0,2025-11-05,2026-03-30,2026-03-30,Won
DEAL-0231,Company 231,Manufacturing,Rahul,Partner,Closed Lost,4027019,0.0,2026-06-20,2026-11-29,2026-11-29,Lost
DEAL-0232,Company 232,Retail,Rahul,Partner,Prospecting,2931990,0.1,2025-07-25,2025-10-31,,Open
DEAL-0233,Company 233,Education,Rahul,Cold Call,Closed Won,1854673,1.0,2026-05-16,2026-10-16,2026-10-16,Won
DEAL-0234,Company 234,Manufacturing,Arjun,Cold Call,Qualification,3353389,0.25,2025-10-01,2026-02-02,,Open
DEAL-0235,Company 235,Technology,Rahul,Email Campaign,Negotiation,2439383,0.75,2025-04-12,2025-07-23,,Open
DEAL-0236,Company 236,Retail,Sneha,Website,Proposal,3440926,0.5,2025-02-15,2025-05-26,,Open
DEAL-0237,Company 237,Technology,Vikram,Partner,Prospecting,1293131,0.1,2025-08-30,2025-10-16,,Open
DEAL-0238,Company 238,Finance,Ananya,Referral,Qualification,1997763,0.25,2026-08-12,2026-12-07,,Open
DEAL-0239,Company 239,Retail,Rahul,LinkedIn,Qualification,4895710,0.25,2025-05-02,2025-09-12,,Open
DEAL-0240,Company 240,Technology,Priya,Email Campaign,Proposal,1493717,0.5,2025-11-13,2026-02-08,,Open
DEAL-0241,Company 241,Retail,Ananya,LinkedIn,Negotiation,414359,0.75,2025-09-21,2025-12-06,,Open
DEAL-0242,Company 242,Manufacturing,Priya,Partner,Negotiation,207702,0.75,2026-01-18,2026-06-13,,Open
DEAL-0243,Company 243,Retail,Priya,Partner,Negotiation,1918670,0.75,2026-02-14,2026-04-10,,Open
DEAL-0244,Company 244,Education,Arjun,Referral,Negotiation,4385702,0.75,2025-01-12,2025-02-20,,Open
DEAL-0245,Company 245,Education,Arjun,Email Campaign,Negotiation,4165811,0.75,2025-05-27,2025-10-07,,Open
DEAL-0246,Company 246,Technology,Arjun,LinkedIn,Negotiation,1990369,0.75,2026-08-17,2026-10-07,,Open
DEAL-0247,Company 247,Retail,Rahul,Partner,Prospecting,1901317,0.1,2025-02-04,2025-05-26,,Open
DEAL-0248,Company 248,Retail,Sneha,Email Campaign,Closed Won,2279180,1.0,2025-06-08,2025-07-29,2025-07-29,Won
DEAL-0249,Company 249,Technology,Sneha,Referral,Prospecting,4081419,0.1,2026-01-17,2026-05-07,,Open
DEAL-0250,Company 250,Finance,Sneha,Partner,Proposal,4275889,0.5,2025-04-27,2025-07-16,,Open
DEAL-0251,Company 251,Retail,Arjun,Cold Call,Qualification,2427074,0.25,2025-10-22,2026-03-10,,Open
DEAL-0252,Company 252,Finance,Sneha,Partner,Closed Won,3060087,1.0,2026-06-14,2026-10-05,2026-10-05,Won
DEAL-0253,Company 253,Education,Ananya,Cold Call,Proposal,3021981,0.5,2026-08-22,2026-10-12,,Open
DEAL-0254,Company 254,Manufacturing,Rahul,Email Campaign,Prospecting,4934797,0.1,2026-07-07,2026-11-23,,Open
DEAL-0255,Company 255,Finance,Arjun,Cold Call,Qualification,2010826,0.25,2025-05-10,2025-06-21,,Open
DEAL-0256,Company 256,Education,Arjun,Referral,Proposal,4221774,0.5,2025-09-18,2026-03-15,,Open
DEAL-0257,Company 257,Retail,Ananya,Website,Proposal,3534239,0.5,2025-09-27,2025-10-21,,Open
DEAL-0258,Company 258,Technology,Ananya,Email Campaign,Qualification,973780,0.25,2025-09-14,2025-09-29,,Open
DEAL-0259,Company 259,Technology,Rahul,Email Campaign,Negotiation,348090,0.75,2025-10-11,2026-04-08,,Open
DEAL-0260,Company 260,Healthcare,Vikram,Email Campaign,Closed Won,4065470,1.0,2025-06-05,2025-10-05,2025-10-05,Won
DEAL-0261,Company 261,Retail,Priya,Cold Call,Prospecting,1966545,0.1,2025-11-30,2026-01-20,,Open
DEAL-0262,Company 262,Education,Rahul,Website,Qualification,4414406,0.25,2025-01-01,2025-03-15,,Open
DEAL-0263,Company 263,Manufacturing,Priya,Website,Prospecting,3090267,0.1,2025-07-25,2025-09-20,,Open
DEAL-0264,Company 264,Retail,Ananya,Email Campaign,Closed Won,1946220,1.0,2025-11-02,2026-04-16,2026-04-16,Won
DEAL-0265,Company 265,Finance,Priya,Email Campaign,Prospecting,2956495,0.1,2025-05-31,2025-08-05,,Open
DEAL-0266,Company 266,Education,Ananya,Cold Call,Closed Lost,1220439,0.0,2026-01-10,2026-06-02,2026-06-02,Lost
DEAL-0267,Company 267,Finance,Priya,Website,Closed Lost,1014918,0.0,2026-05-10,2026-10-29,2026-10-29,Lost
DEAL-0268,Company 268,Technology,Ananya,Email Campaign,Closed Won,1326647,1.0,2026-06-22,2026-09-16,2026-09-16,Won
DEAL-0269,Company 269,Education,Vikram,Website,Closed Lost,3620834,0.0,2025-01-01,2025-06-06,2025-06-06,Lost
DEAL-0270,Company 270,Technology,Rahul,Website,Closed Lost,4707089,0.0,2025-08-08,2025-10-24,2025-10-24,Lost
DEAL-0271,Company 271,Technology,Arjun,Email Campaign,Closed Won,2088540,1.0,2025-03-30,2025-06-29,2025-06-29,Won
DEAL-0272,Company 272,Manufacturing,Priya,Referral,Closed Lost,3749181,0.0,2026-01-16,2026-02-18,2026-02-18,Lost
DEAL-0273,Company 273,Healthcare,Rahul,Partner,Qualification,4081464,0.25,2026-02-01,2026-06-04,,Open
DEAL-0274,Company 274,Finance,Vikram,LinkedIn,Qualification,1150500,0.25,2026-03-31,2026-06-29,,Open
DEAL-0275,Company 275,Retail,Ananya,Referral,Qualification,3410160,0.25,2026-04-18,2026-06-06,,Open
DEAL-0276,Company 276,Finance,Ananya,Website,Negotiation,2092823,0.75,2025-09-24,2025-12-21,,Open
DEAL-0277,Company 277,Education,Vikram,Referral,Closed Lost,275049,0.0,2025-01-03,2025-06-22,2025-06-22,Lost
DEAL-0278,Company 278,Retail,Sneha,LinkedIn,Qualification,2430932,0.25,2025-01-12,2025-03-04,,Open
DEAL-0279,Company 279,Healthcare,Arjun,Cold Call,Negotiation,2136213,0.75,2025-12-09,2026-04-10,,Open
DEAL-0280,Company 280,Education,Sneha,Website,Proposal,2049254,0.5,2025-01-21,2025-04-25,,Open
DEAL-0281,Company 281,Finance,Ananya,Cold Call,Proposal,3667556,0.5,2025-02-20,2025-03-25,,Open
DEAL-0282,Company 282,Healthcare,Priya,Email Campaign,Qualification,798013,0.25,2026-01-08,2026-06-27,,Open
DEAL-0283,Company 283,Technology,Ananya,LinkedIn,Closed Lost,4944640,0.0,2025-01-02,2025-04-16,2025-04-16,Lost
DEAL-0284,Company 284,Technology,Priya,Cold Call,Prospecting,225211,0.1,2025-09-20,2026-02-22,,Open
DEAL-0285,Company 285,Manufacturing,Rahul,Email Campaign,Proposal,205683,0.5,2025-10-25,2026-03-06,,Open
DEAL-0286,Company 286,Education,Ananya,Partner,Negotiation,4811260,0.75,2026-01-11,2026-05-28,,Open
DEAL-0287,Company 287,Finance,Rahul,Cold Call,Qualification,3379049,0.25,2025-10-04,2025-10-28,,Open
DEAL-0288,Company 288,Healthcare,Vikram,Email Campaign,Qualification,1825767,0.25,2026-08-07,2027-01-22,,Open
DEAL-0289,Company 289,Finance,Arjun,Email Campaign,Closed Won,1547618,1.0,2025-02-19,2025-06-02,2025-06-02,Won
DEAL-0290,Company 290,Healthcare,Sneha,Referral,Prospecting,2931777,0.1,2026-03-15,2026-05-17,,Open
DEAL-0291,Company 291,Technology,Ananya,Cold Call,Proposal,4808982,0.5,2026-03-08,2026-08-07,,Open
DEAL-0292,Company 292,Healthcare,Vikram,Referral,Prospecting,2941005,0.1,2026-05-24,2026-08-10,,Open
DEAL-0293,Company 293,Retail,Ananya,LinkedIn,Proposal,2048197,0.5,2026-07-08,2026-08-15,,Open
DEAL-0294,Company 294,Manufacturing,Sneha,Cold Call,Closed Lost,1174905,0.0,2026-08-03,2026-12-04,2026-12-04,Lost
DEAL-0295,Company 295,Technology,Arjun,Partner,Prospecting,254451,0.1,2025-12-19,2026-05-18,,Open
DEAL-0296,Company 296,Finance,Sneha,Cold Call,Proposal,4621843,0.5,2026-03-01,2026-05-14,,Open
DEAL-0297,Company 297,Healthcare,Ananya,Email Campaign,Qualification,4127716,0.25,2026-03-04,2026-05-07,,Open
DEAL-0298,Company 298,Retail,Priya,Partner,Prospecting,4218962,0.1,2026-01-16,2026-06-09,,Open
DEAL-0299,Company 299,Manufacturing,Sneha,Referral,Proposal,830641,0.5,2025-07-28,2025-12-05,,Open
DEAL-0300,Company 300,Technology,Priya,Partner,Prospecting,3177748,0.1,2026-07-02,2026-08-16,,Open
DEAL-0301,Company 301,Retail,Sneha,LinkedIn,Prospecting,1355487,0.1,2025-02-24,2025-08-01,,Open
DEAL-0302,Company 302,Manufacturing,Vikram,Email Campaign,Prospecting,1197116,0.1,2026-06-26,2026-11-02,,Open
DEAL-0303,Company 303,Education,Sneha,Partner,Qualification,3892411,0.25,2025-09-05,2025-10-19,,Open
DEAL-0304,Company 304,Education,Sneha,Partner,Closed Won,3454231,1.0,2026-02-10,2026-08-04,2026-08-04,Won
DEAL-0305,Company 305,Finance,Vikram,Referral,Prospecting,2665804,0.1,2026-05-15,2026-10-27,,Open
DEAL-0306,Company 306,Healthcare,Sneha,Partner,Closed Lost,2707025,0.0,2025-12-27,2026-03-26,2026-03-26,Lost
DEAL-0307,Company 307,Manufacturing,Arjun,Partner,Negotiation,4262377,0.75,2026-02-11,2026-04-21,,Open
DEAL-0308,Company 308,Technology,Priya,Partner,Closed Won,776331,1.0,2025-05-23,2025-06-18,2025-06-18,Won
DEAL-0309,Company 309,Manufacturing,Ananya,LinkedIn,Qualification,4331772,0.25,2026-08-17,2027-02-05,,Open
DEAL-0310,Company 310,Healthcare,Priya,LinkedIn,Prospecting,1663325,0.1,2025-01-07,2025-06-19,,Open
DEAL-0311,Company 311,Finance,Priya,Website,Qualification,4165362,0.25,2025-05-10,2025-06-13,,Open
DEAL-0312,Company 312,Manufacturing,Rahul,Partner,Qualification,2997893,0.25,2025-09-10,2025-12-28,,Open
DEAL-0313,Company 313,Healthcare,Rahul,Partner,Closed Won,4937349,1.0,2025-12-02,2026-04-26,2026-04-26,Won
DEAL-0314,Company 314,Education,Priya,Email Campaign,Qualification,1300956,0.25,2025-01-25,2025-06-24,,Open
DEAL-0315,Company 315,Retail,Vikram,Partner,Closed Lost,606110,0.0,2026-06-21,2026-07-17,2026-07-17,Lost
DEAL-0316,Company 316,Education,Arjun,Partner,Qualification,301537,0.25,2026-06-16,2026-11-11,,Open
DEAL-0317,Company 317,Finance,Rahul,Referral,Proposal,3497794,0.5,2025-05-10,2025-11-02,,Open
DEAL-0318,Company 318,Technology,Arjun,Website,Closed Won,3166810,1.0,2026-01-17,2026-07-09,2026-07-09,Won
DEAL-0319,Company 319,Retail,Rahul,Email Campaign,Prospecting,1815524,0.1,2025-04-09,2025-08-16,,Open
DEAL-0320,Company 320,Education,Sneha,Email Campaign,Negotiation,1010612,0.75,2026-07-06,2026-09-10,,Open
DEAL-0321,Company 321,Education,Sneha,Partner,Proposal,1594613,0.5,2025-05-04,2025-07-20,,Open
DEAL-0322,Company 322,Education,Vikram,Partner,Proposal,2506070,0.5,2026-04-28,2026-05-26,,Open
DEAL-0323,Company 323,Manufacturing,Ananya,Cold Call,Proposal,2340870,0.5,2026-05-25,2026-11-04,,Open
DEAL-0324,Company 324,Technology,Vikram,Cold Call,Prospecting,1729161,0.1,2026-04-16,2026-09-10,,Open
DEAL-0325,Company 325,Education,Vikram,Email Campaign,Closed Lost,1735996,0.0,2025-08-30,2025-12-04,2025-12-04,Lost
DEAL-0326,Company 326,Education,Sneha,Cold Call,Qualification,1601330,0.25,2026-04-10,2026-09-10,,Open
DEAL-0327,Company 327,Healthcare,Rahul,Cold Call,Qualification,2013571,0.25,2026-05-25,2026-08-29,,Open
DEAL-0328,Company 328,Finance,Vikram,Website,Proposal,867052,0.5,2026-03-12,2026-04-16,,Open
DEAL-0329,Company 329,Technology,Rahul,Referral,Closed Won,2571279,1.0,2025-04-15,2025-09-13,2025-09-13,Won
DEAL-0330,Company 330,Finance,Priya,Email Campaign,Qualification,1102207,0.25,2026-07-26,2026-08-19,,Open
DEAL-0331,Company 331,Healthcare,Ananya,Website,Closed Won,2369124,1.0,2025-08-20,2025-10-07,2025-10-07,Won
DEAL-0332,Company 332,Education,Arjun,Cold Call,Prospecting,3138272,0.1,2025-03-20,2025-06-30,,Open
DEAL-0333,Company 333,Education,Rahul,LinkedIn,Proposal,2211088,0.5,2026-02-20,2026-03-14,,Open
DEAL-0334,Company 334,Education,Sneha,Cold Call,Prospecting,4105447,0.1,2026-01-20,2026-02-20,,Open
DEAL-0335,Company 335,Retail,Arjun,LinkedIn,Qualification,4385518,0.25,2025-08-20,2026-01-20,,Open
DEAL-0336,Company 336,Manufacturing,Ananya,Referral,Proposal,1257786,0.5,2026-06-24,2026-07-13,,Open
DEAL-0337,Company 337,Technology,Rahul,Referral,Prospecting,2568638,0.1,2026-07-04,2026-10-07,,Open
DEAL-0338,Company 338,Manufacturing,Sneha,Partner,Prospecting,2666241,0.1,2026-04-08,2026-05-28,,Open
DEAL-0339,Company 339,Finance,Vikram,Email Campaign,Proposal,3666984,0.5,2025-06-18,2025-10-24,,Open
DEAL-0340,Company 340,Retail,Priya,LinkedIn,Negotiation,2950737,0.75,2026-05-03,2026-10-24,,Open
DEAL-0341,Company 341,Technology,Rahul,LinkedIn,Prospecting,1668702,0.1,2026-06-06,2026-11-13,,Open
DEAL-0342,Company 342,Healthcare,Ananya,Website,Qualification,1569603,0.25,2025-05-04,2025-06-19,,Open
DEAL-0343,Company 343,Technology,Priya,Cold Call,Closed Won,2267181,1.0,2025-05-02,2025-05-28,2025-05-28,Won
DEAL-0344,Company 344,Manufacturing,Ananya,Email Campaign,Proposal,1597261,0.5,2026-02-01,2026-07-01,,Open
DEAL-0345,Company 345,Manufacturing,Sneha,Cold Call,Closed Won,501157,1.0,2025-07-22,2025-11-02,2025-11-02,Won
DEAL-0346,Company 346,Finance,Arjun,Email Campaign,Prospecting,2291281,0.1,2026-04-11,2026-05-22,,Open
DEAL-0347,Company 347,Manufacturing,Arjun,Cold Call,Proposal,1649908,0.5,2026-04-06,2026-04-23,,Open
DEAL-0348,Company 348,Education,Priya,Referral,Proposal,1235574,0.5,2025-01-30,2025-03-10,,Open
DEAL-0349,Company 349,Technology,Sneha,LinkedIn,Negotiation,2563024,0.75,2026-08-07,2026-08-24,,Open
DEAL-0350,Company 350,Education,Ananya,LinkedIn,Closed Won,3959439,1.0,2025-08-12,2025-09-05,2025-09-05,Won
DEAL-0351,Company 351,Manufacturing,Priya,Referral,Closed Won,1166271,1.0,2025-03-07,2025-09-01,2025-09-01,Won
DEAL-0352,Company 352,Technology,Priya,Cold Call,Closed Won,716165,1.0,2025-11-10,2025-12-08,2025-12-08,Won
DEAL-0353,Company 353,Healthcare,Vikram,Referral,Qualification,2817891,0.25,2026-01-12,2026-04-06,,Open
DEAL-0354,Company 354,Finance,Ananya,LinkedIn,Proposal,2671038,0.5,2025-05-12,2025-06-15,,Open
DEAL-0355,Company 355,Education,Priya,Partner,Negotiation,3918452,0.75,2025-06-03,2025-08-10,,Open
DEAL-0356,Company 356,Retail,Vikram,Partner,Prospecting,4151036,0.1,2025-07-07,2025-11-17,,Open
DEAL-0357,Company 357,Retail,Sneha,Partner,Prospecting,1770023,0.1,2026-05-30,2026-08-07,,Open
DEAL-0358,Company 358,Retail,Sneha,LinkedIn,Proposal,2999281,0.5,2026-06-20,2026-11-28,,Open
DEAL-0359,Company 359,Education,Sneha,Partner,Prospecting,3857085,0.1,2025-11-15,2026-04-30,,Open
DEAL-0360,Company 360,Healthcare,Vikram,Email Campaign,Qualification,2840373,0.25,2025-11-10,2026-03-04,,Open
DEAL-0361,Company 361,Retail,Rahul,LinkedIn,Negotiation,340998,0.75,2025-12-16,2026-05-25,,Open
DEAL-0362,Company 362,Education,Rahul,Website,Closed Lost,4188286,0.0,2026-04-21,2026-08-31,2026-08-31,Lost
DEAL-0363,Company 363,Manufacturing,Ananya,Email Campaign,Closed Won,361955,1.0,2025-07-17,2025-12-21,2025-12-21,Won
DEAL-0364,Company 364,Finance,Priya,LinkedIn,Proposal,4748713,0.5,2025-03-16,2025-05-30,,Open
DEAL-0365,Company 365,Healthcare,Vikram,LinkedIn,Qualification,2376133,0.25,2025-09-11,2025-12-15,,Open
DEAL-0366,Company 366,Education,Sneha,Website,Closed Won,4052713,1.0,2026-03-02,2026-06-17,2026-06-17,Won
DEAL-0367,Company 367,Retail,Ananya,Referral,Negotiation,2399316,0.75,2025-03-15,2025-06-27,,Open
DEAL-0368,Company 368,Retail,Sneha,Website,Prospecting,2797176,0.1,2025-11-09,2026-01-22,,Open
DEAL-0369,Company 369,Education,Ananya,Email Campaign,Negotiation,3262883,0.75,2026-06-27,2026-08-16,,Open
DEAL-0370,Company 370,Retail,Ananya,Referral,Qualification,4909221,0.25,2026-02-18,2026-08-14,,Open
DEAL-0371,Company 371,Retail,Rahul,Cold Call,Proposal,4999982,0.5,2026-02-04,2026-04-29,,Open
DEAL-0372,Company 372,Finance,Arjun,Website,Prospecting,1812999,0.1,2025-08-16,2025-11-20,,Open
DEAL-0373,Company 373,Manufacturing,Priya,LinkedIn,Proposal,3212801,0.5,2026-06-17,2026-07-08,,Open
DEAL-0374,Company 374,Finance,Priya,Email Campaign,Proposal,4495655,0.5,2025-05-28,2025-11-07,,Open
DEAL-0375,Company 375,Finance,Vikram,LinkedIn,Proposal,1562760,0.5,2025-05-22,2025-06-26,,Open
DEAL-0376,Company 376,Healthcare,Arjun,Website,Prospecting,3623465,0.1,2026-08-22,2026-10-24,,Open
DEAL-0377,Company 377,Finance,Vikram,Email Campaign,Qualification,2452187,0.25,2026-01-19,2026-07-13,,Open
DEAL-0378,Company 378,Technology,Vikram,Cold Call,Closed Won,4128584,1.0,2026-05-05,2026-06-21,2026-06-21,Won
DEAL-0379,Company 379,Technology,Rahul,Referral,Proposal,728841,0.5,2025-12-20,2026-03-30,,Open
DEAL-0380,Company 380,Finance,Ananya,Website,Proposal,1429904,0.5,2026-05-09,2026-05-28,,Open
DEAL-0381,Company 381,Manufacturing,Sneha,Partner,Proposal,2879455,0.5,2025-03-07,2025-07-24,,Open
DEAL-0382,Company 382,Technology,Vikram,Email Campaign,Closed Lost,1147353,0.0,2026-07-25,2026-10-10,2026-10-10,Lost
DEAL-0383,Company 383,Manufacturing,Vikram,Partner,Closed Won,638158,1.0,2025-06-03,2025-10-11,2025-10-11,Won
DEAL-0384,Company 384,Finance,Rahul,Referral,Proposal,339768,0.5,2026-01-16,2026-02-27,,Open
DEAL-0385,Company 385,Retail,Arjun,Partner,Qualification,4418327,0.25,2025-09-11,2025-11-06,,Open
DEAL-0386,Company 386,Education,Arjun,LinkedIn,Closed Won,2304614,1.0,2026-03-12,2026-08-20,2026-08-20,Won
DEAL-0387,Company 387,Retail,Vikram,Cold Call,Qualification,1278807,0.25,2026-05-19,2026-07-13,,Open
DEAL-0388,Company 388,Manufacturing,Priya,Referral,Negotiation,4513158,0.75,2025-03-13,2025-08-17,,Open
DEAL-0389,Company 389,Healthcare,Vikram,LinkedIn,Prospecting,1306715,0.1,2026-04-13,2026-07-16,,Open
DEAL-0390,Company 390,Retail,Rahul,Cold Call,Closed Lost,3852986,0.0,2025-10-10,2026-04-03,2026-04-03,Lost
DEAL-0391,Company 391,Technology,Sneha,LinkedIn,Closed Lost,323349,0.0,2025-09-17,2025-10-20,2025-10-20,Lost
DEAL-0392,Company 392,Education,Vikram,Partner,Proposal,628688,0.5,2025-01-16,2025-05-29,,Open
DEAL-0393,Company 393,Finance,Arjun,LinkedIn,Prospecting,3252209,0.1,2025-09-26,2026-01-20,,Open
DEAL-0394,Company 394,Finance,Priya,Partner,Prospecting,289968,0.1,2026-06-21,2026-11-30,,Open
DEAL-0395,Company 395,Manufacturing,Priya,Partner,Closed Won,3928363,1.0,2025-08-15,2025-12-23,2025-12-23,Won
DEAL-0396,Company 396,Retail,Rahul,Cold Call,Closed Lost,2046170,0.0,2025-07-30,2025-11-29,2025-11-29,Lost
DEAL-0397,Company 397,Finance,Vikram,Email Campaign,Closed Won,3897125,1.0,2025-08-14,2025-09-27,2025-09-27,Won
DEAL-0398,Company 398,Retail,Priya,Website,Negotiation,4465677,0.75,2025-08-06,2026-01-30,,Open
DEAL-0399,Company 399,Technology,Ananya,Website,Prospecting,4912894,0.1,2025-11-03,2026-01-31,,Open
DEAL-0400,Company 400,Healthcare,Sneha,Partner,Negotiation,4402892,0.75,2025-10-16,2026-01-04,,Open
DEAL-0401,Company 401,Healthcare,Sneha,Referral,Qualification,4282851,0.25,2025-07-20,2025-10-29,,Open
DEAL-0402,Company 402,Education,Ananya,Email Campaign,Prospecting,677220,0.1,2025-05-23,2025-10-01,,Open
DEAL-0403,Company 403,Retail,Vikram,Referral,Closed Won,1515744,1.0,2026-04-05,2026-07-27,2026-07-27,Won
DEAL-0404,Company 404,Healthcare,Arjun,Referral,Closed Won,4108848,1.0,2025-04-25,2025-10-07,2025-10-07,Won
DEAL-0405,Company 405,Manufacturing,Arjun,LinkedIn,Closed Won,771037,1.0,2026-07-12,2026-10-06,2026-10-06,Won
DEAL-0406,Company 406,Manufacturing,Priya,Partner,Proposal,2431306,0.5,2026-06-26,2026-08-04,,Open
DEAL-0407,Company 407,Technology,Sneha,Email Campaign,Closed Lost,565693,0.0,2025-03-24,2025-04-26,2025-04-26,Lost
DEAL-0408,Company 408,Technology,Sneha,LinkedIn,Negotiation,1126941,0.75,2025-06-22,2025-11-07,,Open
DEAL-0409,Company 409,Technology,Ananya,Website,Prospecting,2459381,0.1,2026-02-02,2026-07-30,,Open
DEAL-0410,Company 410,Manufacturing,Arjun,Cold Call,Proposal,3333616,0.5,2025-11-16,2026-02-27,,Open
DEAL-0411,Company 411,Retail,Priya,Website,Proposal,4369453,0.5,2025-11-30,2026-02-20,,Open
DEAL-0412,Company 412,Education,Ananya,Website,Prospecting,3258823,0.1,2026-08-21,2026-09-20,,Open
DEAL-0413,Company 413,Education,Vikram,Cold Call,Qualification,3381106,0.25,2026-03-08,2026-05-11,,Open
DEAL-0414,Company 414,Retail,Arjun,Website,Prospecting,451067,0.1,2025-10-31,2026-03-31,,Open
DEAL-0415,Company 415,Education,Sneha,Partner,Closed Lost,362023,0.0,2026-04-27,2026-05-19,2026-05-19,Lost
DEAL-0416,Company 416,Finance,Sneha,Cold Call,Prospecting,1949054,0.1,2026-08-11,2027-01-19,,Open
DEAL-0417,Company 417,Technology,Vikram,LinkedIn,Negotiation,3669348,0.75,2026-02-10,2026-03-16,,Open
DEAL-0418,Company 418,Retail,Ananya,Email Campaign,Proposal,2820742,0.5,2025-05-12,2025-06-23,,Open
DEAL-0419,Company 419,Healthcare,Rahul,Website,Closed Lost,4159803,0.0,2026-08-02,2027-01-25,2027-01-25,Lost
DEAL-0420,Company 420,Finance,Rahul,Cold Call,Prospecting,3150581,0.1,2026-08-07,2027-01-21,,Open
DEAL-0421,Company 421,Finance,Rahul,Website,Closed Lost,3171881,0.0,2025-09-19,2026-02-04,2026-02-04,Lost
DEAL-0422,Company 422,Healthcare,Vikram,Email Campaign,Proposal,1403324,0.5,2025-04-03,2025-09-06,,Open
DEAL-0423,Company 423,Retail,Sneha,Website,Qualification,2922176,0.25,2025-02-18,2025-04-16,,Open
DEAL-0424,Company 424,Finance,Arjun,Partner,Proposal,4510276,0.5,2025-12-07,2026-02-21,,Open
DEAL-0425,Company 425,Technology,Rahul,Website,Qualification,2104376,0.25,2026-01-17,2026-03-09,,Open
DEAL-0426,Company 426,Healthcare,Ananya,LinkedIn,Closed Won,2458630,1.0,2026-07-25,2026-12-27,2026-12-27,Won
DEAL-0427,Company 427,Healthcare,Sneha,Cold Call,Qualification,4952444,0.25,2025-11-29,2026-03-31,,Open
DEAL-0428,Company 428,Education,Priya,Email Campaign,Negotiation,2125915,0.75,2025-04-19,2025-10-11,,Open
DEAL-0429,Company 429,Manufacturing,Ananya,Cold Call,Prospecting,3014932,0.1,2025-09-07,2025-12-21,,Open
DEAL-0430,Company 430,Finance,Priya,Referral,Prospecting,4048422,0.1,2026-03-07,2026-06-13,,Open
DEAL-0431,Company 431,Finance,Vikram,LinkedIn,Closed Won,4458285,1.0,2025-11-20,2026-05-17,2026-05-17,Won
DEAL-0432,Company 432,Finance,Arjun,Website,Closed Won,3294967,1.0,2026-02-16,2026-05-17,2026-05-17,Won
DEAL-0433,Company 433,Manufacturing,Priya,LinkedIn,Closed Won,2592017,1.0,2025-04-15,2025-05-09,2025-05-09,Won
DEAL-0434,Company 434,Healthcare,Sneha,Partner,Negotiation,2211352,0.75,2025-04-28,2025-06-09,,Open
DEAL-0435,Company 435,Manufacturing,Priya,Website,Prospecting,3033516,0.1,2026-05-29,2026-11-03,,Open
DEAL-0436,Company 436,Education,Priya,Cold Call,Proposal,560370,0.5,2025-09-25,2025-12-03,,Open
DEAL-0437,Company 437,Technology,Ananya,Email Campaign,Qualification,258944,0.25,2025-08-01,2026-01-15,,Open
DEAL-0438,Company 438,Healthcare,Vikram,Website,Closed Won,4716805,1.0,2025-10-04,2026-03-31,2026-03-31,Won
DEAL-0439,Company 439,Healthcare,Arjun,Email Campaign,Qualification,4804619,0.25,2025-01-30,2025-03-17,,Open
DEAL-0440,Company 440,Healthcare,Priya,LinkedIn,Closed Won,2711198,1.0,2025-06-21,2025-07-28,2025-07-28,Won
DEAL-0441,Company 441,Finance,Sneha,Cold Call,Qualification,2230707,0.25,2025-04-28,2025-10-11,,Open
DEAL-0442,Company 442,Technology,Sneha,LinkedIn,Prospecting,118803,0.1,2025-01-07,2025-03-27,,Open
DEAL-0443,Company 443,Healthcare,Rahul,Website,Negotiation,67297,0.75,2025-07-21,2025-12-08,,Open
DEAL-0444,Company 444,Retail,Ananya,Website,Proposal,1383572,0.5,2026-07-30,2026-12-07,,Open
DEAL-0445,Company 445,Manufacturing,Arjun,LinkedIn,Prospecting,3375315,0.1,2025-01-31,2025-04-24,,Open
DEAL-0446,Company 446,Manufacturing,Ananya,LinkedIn,Qualification,4445564,0.25,2025-03-16,2025-09-01,,Open
DEAL-0447,Company 447,Manufacturing,Arjun,Cold Call,Prospecting,426794,0.1,2026-03-24,2026-05-27,,Open
DEAL-0448,Company 448,Education,Vikram,Referral,Prospecting,832877,0.1,2025-09-02,2026-01-16,,Open
DEAL-0449,Company 449,Education,Vikram,LinkedIn,Negotiation,3349973,0.75,2025-05-04,2025-09-08,,Open
DEAL-0450,Company 450,Retail,Vikram,Cold Call,Prospecting,3529027,0.1,2026-03-07,2026-04-12,,Open
DEAL-0451,Company 451,Manufacturing,Vikram,LinkedIn,Proposal,4246656,0.5,2026-05-04,2026-09-04,,Open
DEAL-0452,Company 452,Education,Arjun,Referral,Qualification,4294402,0.25,2025-12-09,2026-03-31,,Open
DEAL-0453,Company 453,Retail,Arjun,Email Campaign,Negotiation,2846461,0.75,2026-05-12,2026-06-16,,Open
DEAL-0454,Company 454,Healthcare,Vikram,Referral,Proposal,1722795,0.5,2026-05-14,2026-09-30,,Open
DEAL-0455,Company 455,Healthcare,Sneha,Referral,Proposal,1242931,0.5,2025-05-19,2025-06-19,,Open
DEAL-0456,Company 456,Education,Vikram,Email Campaign,Closed Won,4422216,1.0,2025-04-14,2025-05-17,2025-05-17,Won
DEAL-0457,Company 457,Healthcare,Arjun,Cold Call,Negotiation,4072928,0.75,2026-06-01,2026-10-11,,Open
